dataset,condition,trial,oddity_index,images,pair_distance
airplane,airplane_cluster0,airplane_c0_20bf5bba045e5a53fdd77aff53f4b7ba_1,0,"['airplane_9aa371acc735844efdd77aff53f4b7ba_001.png', 'airplane_20bf5bba045e5a53fdd77aff53f4b7ba_006.png', 'airplane_20bf5bba045e5a53fdd77aff53f4b7ba_012.png']",0.037128768868123885
airplane,airplane_cluster0,airplane_c0_20bf5bba045e5a53fdd77aff53f4b7ba_2,0,"['airplane_351e24a503c49840cc0472b5df09bf08_002.png', 'airplane_20bf5bba045e5a53fdd77aff53f4b7ba_005.png', 'airplane_20bf5bba045e5a53fdd77aff53f4b7ba_007.png']",0.02764336020785707
airplane,airplane_cluster0,airplane_c0_5f9707e5f6b820275823df672991ed66_0,1,"['airplane_5f9707e5f6b820275823df672991ed66_006.png', 'airplane_e127b1f5ead603f9a5a118bd15e6e34f_009.png', 'airplane_5f9707e5f6b820275823df672991ed66_014.png']",0.37683555745905273
airplane,airplane_cluster0,airplane_c0_5f9707e5f6b820275823df672991ed66_1,0,"['airplane_e127b1f5ead603f9a5a118bd15e6e34f_002.png', 'airplane_5f9707e5f6b820275823df672991ed66_003.png', 'airplane_5f9707e5f6b820275823df672991ed66_011.png']",0.37683555745905273
airplane,airplane_cluster0,airplane_c0_5f9707e5f6b820275823df672991ed66_2,2,"['airplane_5f9707e5f6b820275823df672991ed66_006.png', 'airplane_5f9707e5f6b820275823df672991ed66_003.png', 'airplane_71e9496397481233a8cba409c4409ba9_008.png']",0.35936952956490176
airplane,airplane_cluster0,airplane_c0_2be6cc069c95951a4304ffdb51711149_0,1,"['airplane_2be6cc069c95951a4304ffdb51711149_004.png', 'airplane_71e9496397481233a8cba409c4409ba9_008.png', 'airplane_2be6cc069c95951a4304ffdb51711149_012.png']",0.332380279243051
airplane,airplane_cluster0,airplane_c0_2be6cc069c95951a4304ffdb51711149_1,0,"['airplane_57e135ae4fc03f2e6d06e36417078f_004.png', 'airplane_2be6cc069c95951a4304ffdb51711149_006.png', 'airplane_2be6cc069c95951a4304ffdb51711149_003.png']",0.3741494664184767
airplane,airplane_cluster0,airplane_c0_2be6cc069c95951a4304ffdb51711149_2,2,"['airplane_2be6cc069c95951a4304ffdb51711149_010.png', 'airplane_2be6cc069c95951a4304ffdb51711149_008.png', 'airplane_a1a58070ca1749d76abbb3e202b76402_007.png']",0.343833471544266
airplane,airplane_cluster0,airplane_c0_3427fa8e6ea160f1fd138baf628cf158_0,0,"['airplane_a211cfc04bf47039e933de2bdfbab002_008.png', 'airplane_3427fa8e6ea160f1fd138baf628cf158_010.png', 'airplane_3427fa8e6ea160f1fd138baf628cf158_004.png']",0.132615648176311
airplane,airplane_cluster0,airplane_c0_3427fa8e6ea160f1fd138baf628cf158_1,0,"['airplane_3794aa3159c10929da116749c2415b0f_006.png', 'airplane_3427fa8e6ea160f1fd138baf628cf158_001.png', 'airplane_3427fa8e6ea160f1fd138baf628cf158_002.png']",0.011188107256926538
airplane,airplane_cluster0,airplane_c0_3427fa8e6ea160f1fd138baf628cf158_2,0,"['airplane_76f142e62adc0f2ae768735f27170bc4_003.png', 'airplane_3427fa8e6ea160f1fd138baf628cf158_000.png', 'airplane_3427fa8e6ea160f1fd138baf628cf158_010.png']",5.955118494715972e-05
airplane,airplane_cluster0,airplane_c0_86bba8b007786db7be00b7fbad2ca0e8_0,0,"['airplane_b1f40266ad9da400d90bfc986bc4c94d_014.png', 'airplane_86bba8b007786db7be00b7fbad2ca0e8_005.png', 'airplane_86bba8b007786db7be00b7fbad2ca0e8_008.png']",0.012596214319498422
airplane,airplane_cluster0,airplane_c0_86bba8b007786db7be00b7fbad2ca0e8_1,2,"['airplane_86bba8b007786db7be00b7fbad2ca0e8_010.png', 'airplane_86bba8b007786db7be00b7fbad2ca0e8_002.png', 'airplane_2bdf8800514abd05a7d2c4e7aae73d33_008.png']",0.011695716630639286
airplane,airplane_cluster0,airplane_c0_86bba8b007786db7be00b7fbad2ca0e8_2,0,"['airplane_47bf091a7c919d1c90b1d6deb98feec6_004.png', 'airplane_86bba8b007786db7be00b7fbad2ca0e8_006.png', 'airplane_86bba8b007786db7be00b7fbad2ca0e8_008.png']",0.09749893239575258
airplane,airplane_cluster0,airplane_c0_e805624480f632ebcc14f1e6f4f4f49b_0,0,"['airplane_e5610bbacaf098508b96ae1a0a8b84ec_012.png', 'airplane_e805624480f632ebcc14f1e6f4f4f49b_003.png', 'airplane_e805624480f632ebcc14f1e6f4f4f49b_007.png']",0.13775108542367054
airplane,airplane_cluster0,airplane_c0_e805624480f632ebcc14f1e6f4f4f49b_1,2,"['airplane_e805624480f632ebcc14f1e6f4f4f49b_009.png', 'airplane_e805624480f632ebcc14f1e6f4f4f49b_008.png', 'airplane_57e135ae4fc03f2e6d06e36417078f_011.png']",0.13157453569061184
airplane,airplane_cluster0,airplane_c0_e805624480f632ebcc14f1e6f4f4f49b_2,0,"['airplane_a211cfc04bf47039e933de2bdfbab002_014.png', 'airplane_e805624480f632ebcc14f1e6f4f4f49b_014.png', 'airplane_e805624480f632ebcc14f1e6f4f4f49b_002.png']",0.13895368160826604
airplane,airplane_cluster0,airplane_c0_a2c2ad021c80f08c973e06016b069172_0,0,"['airplane_1e8c56bac4e66672e85e222f6559b47_002.png', 'airplane_a2c2ad021c80f08c973e06016b069172_012.png', 'airplane_a2c2ad021c80f08c973e06016b069172_008.png']",2.9876382816595992e-06
airplane,airplane_cluster0,airplane_c0_a2c2ad021c80f08c973e06016b069172_1,0,"['airplane_5f2f19cff434d86ceee9782f3a645bc4_006.png', 'airplane_a2c2ad021c80f08c973e06016b069172_006.png', 'airplane_a2c2ad021c80f08c973e06016b069172_000.png']",0.0007129254714326461
airplane,airplane_cluster0,airplane_c0_a2c2ad021c80f08c973e06016b069172_2,1,"['airplane_a2c2ad021c80f08c973e06016b069172_005.png', 'airplane_5f2f19cff434d86ceee9782f3a645bc4_003.png', 'airplane_a2c2ad021c80f08c973e06016b069172_003.png']",0.0007129254714326461
airplane,airplane_cluster0,airplane_c0_f8f4cccabf7ac33b199dff268d0aba38_0,2,"['airplane_f8f4cccabf7ac33b199dff268d0aba38_005.png', 'airplane_f8f4cccabf7ac33b199dff268d0aba38_014.png', 'airplane_5c9e30bf0691c04d4c3a35cee92bb95b_009.png']",0.33049667194784393
airplane,airplane_cluster0,airplane_c0_f8f4cccabf7ac33b199dff268d0aba38_1,2,"['airplane_f8f4cccabf7ac33b199dff268d0aba38_004.png', 'airplane_f8f4cccabf7ac33b199dff268d0aba38_009.png', 'airplane_47331e4c26dd1dbc66cf1b4a8fc3914e_006.png']",0.37119527107909445
airplane,airplane_cluster0,airplane_c0_f8f4cccabf7ac33b199dff268d0aba38_2,0,"['airplane_47331e4c26dd1dbc66cf1b4a8fc3914e_008.png', 'airplane_f8f4cccabf7ac33b199dff268d0aba38_004.png', 'airplane_f8f4cccabf7ac33b199dff268d0aba38_011.png']",0.37119527107909445
airplane,airplane_cluster0,airplane_c0_32edb6ba5788dc12d8ff6111270336a9_0,1,"['airplane_32edb6ba5788dc12d8ff6111270336a9_011.png', 'airplane_81bfc74dd037d1ea88d58cc5b9d401bb_011.png', 'airplane_32edb6ba5788dc12d8ff6111270336a9_001.png']",0.00038391398158643675
airplane,airplane_cluster0,airplane_c0_32edb6ba5788dc12d8ff6111270336a9_1,1,"['airplane_32edb6ba5788dc12d8ff6111270336a9_012.png', 'airplane_ba662ec78231c493252b4f9439ef95a6_004.png', 'airplane_32edb6ba5788dc12d8ff6111270336a9_001.png']",0.00043878695187105077
airplane,airplane_cluster0,airplane_c0_32edb6ba5788dc12d8ff6111270336a9_2,0,"['airplane_81bfc74dd037d1ea88d58cc5b9d401bb_004.png', 'airplane_32edb6ba5788dc12d8ff6111270336a9_006.png', 'airplane_32edb6ba5788dc12d8ff6111270336a9_010.png']",0.00038391398158643675
airplane,airplane_cluster0,airplane_c0_b0599ecbf78aa615a8e091cb544689d5_0,2,"['airplane_b0599ecbf78aa615a8e091cb544689d5_003.png', 'airplane_b0599ecbf78aa615a8e091cb544689d5_009.png', 'airplane_84b07419645a3418bbf3143b1cb6076a_005.png']",0.03599727178767376
airplane,airplane_cluster0,airplane_c0_b0599ecbf78aa615a8e091cb544689d5_1,0,"['airplane_b1f40266ad9da400d90bfc986bc4c94d_010.png', 'airplane_b0599ecbf78aa615a8e091cb544689d5_009.png', 'airplane_b0599ecbf78aa615a8e091cb544689d5_001.png']",0.051915650455160556
airplane,airplane_cluster0,airplane_c0_b0599ecbf78aa615a8e091cb544689d5_2,0,"['airplane_448b45ac858784e9b020e22bd5fe2e73_012.png', 'airplane_b0599ecbf78aa615a8e091cb544689d5_014.png', 'airplane_b0599ecbf78aa615a8e091cb544689d5_001.png']",0.034904221916156386
airplane,airplane_cluster0,airplane_c0_48a36df204cb05dde7fc8cd567dee096_0,1,"['airplane_48a36df204cb05dde7fc8cd567dee096_009.png', 'airplane_47fe79cbf9d6ef36dc3607950feada54_014.png', 'airplane_48a36df204cb05dde7fc8cd567dee096_005.png']",0.14765690793520114
airplane,airplane_cluster0,airplane_c0_48a36df204cb05dde7fc8cd567dee096_1,0,"['airplane_2bdf8800514abd05a7d2c4e7aae73d33_005.png', 'airplane_48a36df204cb05dde7fc8cd567dee096_009.png', 'airplane_48a36df204cb05dde7fc8cd567dee096_008.png']",0.11743696712806784
airplane,airplane_cluster0,airplane_c0_48a36df204cb05dde7fc8cd567dee096_2,0,"['airplane_9cb21d68582e1c4ec1ccec171a275967_000.png', 'airplane_48a36df204cb05dde7fc8cd567dee096_003.png', 'airplane_48a36df204cb05dde7fc8cd567dee096_011.png']",0.12046063234360238
airplane,airplane_cluster0,airplane_c0_a1d2c8b24476c8ee70d98a97e17b4da3_0,0,"['airplane_842e5dcd452f34aa8caa71b1fbf7fb98_002.png', 'airplane_a1d2c8b24476c8ee70d98a97e17b4da3_007.png', 'airplane_a1d2c8b24476c8ee70d98a97e17b4da3_006.png']",0.09491910001305826
airplane,airplane_cluster0,airplane_c0_a1d2c8b24476c8ee70d98a97e17b4da3_1,1,"['airplane_a1d2c8b24476c8ee70d98a97e17b4da3_014.png', 'airplane_d5a94c9f09d238c4c3a35cee92bb95b_002.png', 'airplane_a1d2c8b24476c8ee70d98a97e17b4da3_010.png']",0.07099753810206222
airplane,airplane_cluster0,airplane_c0_a1d2c8b24476c8ee70d98a97e17b4da3_2,0,"['airplane_d5a94c9f09d238c4c3a35cee92bb95b_011.png', 'airplane_a1d2c8b24476c8ee70d98a97e17b4da3_012.png', 'airplane_a1d2c8b24476c8ee70d98a97e17b4da3_013.png']",0.07099753810206222
airplane,airplane_cluster0,airplane_c0_fd0262e95283727d7b02bf6205401969_0,1,"['airplane_fd0262e95283727d7b02bf6205401969_003.png', 'airplane_9b687f9cff46d43d89c2da356f872ebc_010.png', 'airplane_fd0262e95283727d7b02bf6205401969_013.png']",0.2697409276043754
airplane,airplane_cluster0,airplane_c0_fd0262e95283727d7b02bf6205401969_1,1,"['airplane_fd0262e95283727d7b02bf6205401969_010.png', 'airplane_dc3bfc83bc2d1db643afdb9c81ff2967_007.png', 'airplane_fd0262e95283727d7b02bf6205401969_001.png']",0.1895439318100579
airplane,airplane_cluster0,airplane_c0_fd0262e95283727d7b02bf6205401969_2,1,"['airplane_fd0262e95283727d7b02bf6205401969_011.png', 'airplane_dc3bfc83bc2d1db643afdb9c81ff2967_001.png', 'airplane_fd0262e95283727d7b02bf6205401969_006.png']",0.1895439318100579
airplane,airplane_cluster0,airplane_c0_f6b7f7695d091b9bc0909d98a1ff2b4_0,2,"['airplane_f6b7f7695d091b9bc0909d98a1ff2b4_011.png', 'airplane_f6b7f7695d091b9bc0909d98a1ff2b4_006.png', 'airplane_ca4ec545363b3b8e8c2814a4ead9cb90_013.png']",0.017999434653444224
airplane,airplane_cluster0,airplane_c0_f6b7f7695d091b9bc0909d98a1ff2b4_1,2,"['airplane_f6b7f7695d091b9bc0909d98a1ff2b4_011.png', 'airplane_f6b7f7695d091b9bc0909d98a1ff2b4_005.png', 'airplane_81bfc74dd037d1ea88d58cc5b9d401bb_014.png']",0.00041672993058972096
airplane,airplane_cluster0,airplane_c0_f6b7f7695d091b9bc0909d98a1ff2b4_2,0,"['airplane_d24e6c81b5261fe5ca2bd098b9203af_013.png', 'airplane_f6b7f7695d091b9bc0909d98a1ff2b4_006.png', 'airplane_f6b7f7695d091b9bc0909d98a1ff2b4_008.png']",0.03224405837362054
airplane,airplane_cluster0,airplane_c0_18d0da47a238945abc0909d98a1ff2b4_0,1,"['airplane_18d0da47a238945abc0909d98a1ff2b4_004.png', 'airplane_8406b2372f6e1478d62bfd1579f9a1c2_013.png', 'airplane_18d0da47a238945abc0909d98a1ff2b4_012.png']",0.00015740853702039814
airplane,airplane_cluster0,airplane_c0_18d0da47a238945abc0909d98a1ff2b4_1,0,"['airplane_afcb946d2d36a77abc0909d98a1ff2b4_008.png', 'airplane_18d0da47a238945abc0909d98a1ff2b4_001.png', 'airplane_18d0da47a238945abc0909d98a1ff2b4_000.png']",0.0005863549135787238
airplane,airplane_cluster0,airplane_c0_18d0da47a238945abc0909d98a1ff2b4_2,0,"['airplane_2bdf8800514abd05a7d2c4e7aae73d33_005.png', 'airplane_18d0da47a238945abc0909d98a1ff2b4_005.png', 'airplane_18d0da47a238945abc0909d98a1ff2b4_000.png']",0.14958743823790988
airplane,airplane_cluster0,airplane_c0_329987191cce68bfe64acd170567d820_0,2,"['airplane_329987191cce68bfe64acd170567d820_006.png', 'airplane_329987191cce68bfe64acd170567d820_005.png', 'airplane_2bc9a8aa5826f7335fc197bbabcd5bd_000.png']",0.1494299870911906
airplane,airplane_cluster0,airplane_c0_329987191cce68bfe64acd170567d820_1,1,"['airplane_329987191cce68bfe64acd170567d820_005.png', 'airplane_80af162c0c01f27c4f8a08a5e6b028e7_002.png', 'airplane_329987191cce68bfe64acd170567d820_014.png']",0.17211983976078427
airplane,airplane_cluster0,airplane_c0_329987191cce68bfe64acd170567d820_2,2,"['airplane_329987191cce68bfe64acd170567d820_013.png', 'airplane_329987191cce68bfe64acd170567d820_000.png', 'airplane_80af162c0c01f27c4f8a08a5e6b028e7_000.png']",0.17211983976078427
airplane,airplane_cluster0,airplane_c0_2bc9a8aa5826f7335fc197bbabcd5bd_0,0,"['airplane_329987191cce68bfe64acd170567d820_006.png', 'airplane_2bc9a8aa5826f7335fc197bbabcd5bd_012.png', 'airplane_2bc9a8aa5826f7335fc197bbabcd5bd_009.png']",0.1494299870911906
airplane,airplane_cluster0,airplane_c0_2bc9a8aa5826f7335fc197bbabcd5bd_1,2,"['airplane_2bc9a8aa5826f7335fc197bbabcd5bd_004.png', 'airplane_2bc9a8aa5826f7335fc197bbabcd5bd_008.png', 'airplane_f12eefbbefabe566ca8607f540cc62ba_000.png']",0.21701338046106522
airplane,airplane_cluster0,airplane_c0_2bc9a8aa5826f7335fc197bbabcd5bd_2,0,"['airplane_b9c8536f91ec3bcd3aff44a57f77b39_001.png', 'airplane_2bc9a8aa5826f7335fc197bbabcd5bd_002.png', 'airplane_2bc9a8aa5826f7335fc197bbabcd5bd_007.png']",0.16170234190742594
airplane,airplane_cluster0,airplane_c0_dfed744828fceb4d28cd0e56fe42c08_0,0,"['airplane_3427fa8e6ea160f1fd138baf628cf158_002.png', 'airplane_dfed744828fceb4d28cd0e56fe42c08_012.png', 'airplane_dfed744828fceb4d28cd0e56fe42c08_014.png']",0.0006633400589509675
airplane,airplane_cluster0,airplane_c0_dfed744828fceb4d28cd0e56fe42c08_1,2,"['airplane_dfed744828fceb4d28cd0e56fe42c08_011.png', 'airplane_dfed744828fceb4d28cd0e56fe42c08_003.png', 'airplane_daf0298bbe90dff19751c7a6f15617f4_006.png']",0.00047266507873011676
airplane,airplane_cluster0,airplane_c0_dfed744828fceb4d28cd0e56fe42c08_2,1,"['airplane_dfed744828fceb4d28cd0e56fe42c08_009.png', 'airplane_47b409c5c80dd7c533de69c9cd670995_004.png', 'airplane_dfed744828fceb4d28cd0e56fe42c08_006.png']",0.07222785960900846
airplane,airplane_cluster0,airplane_c0_de65da5cdc92b4aebc0909d98a1ff2b4_0,2,"['airplane_de65da5cdc92b4aebc0909d98a1ff2b4_006.png', 'airplane_de65da5cdc92b4aebc0909d98a1ff2b4_013.png', 'airplane_b1f08c51a098c43696d224195a988f09_013.png']",0.00024057174018365934
airplane,airplane_cluster0,airplane_c0_de65da5cdc92b4aebc0909d98a1ff2b4_1,2,"['airplane_de65da5cdc92b4aebc0909d98a1ff2b4_010.png', 'airplane_de65da5cdc92b4aebc0909d98a1ff2b4_012.png', 'airplane_32edb6ba5788dc12d8ff6111270336a9_005.png']",9.238146270185155e-08
airplane,airplane_cluster0,airplane_c0_de65da5cdc92b4aebc0909d98a1ff2b4_2,0,"['airplane_f6b7f7695d091b9bc0909d98a1ff2b4_004.png', 'airplane_de65da5cdc92b4aebc0909d98a1ff2b4_010.png', 'airplane_de65da5cdc92b4aebc0909d98a1ff2b4_002.png']",4.0332482857730056e-05
airplane,airplane_cluster0,airplane_c0_b9168b74c6d459e65a73760c6feb254c_0,2,"['airplane_b9168b74c6d459e65a73760c6feb254c_008.png', 'airplane_b9168b74c6d459e65a73760c6feb254c_010.png', 'airplane_32edb6ba5788dc12d8ff6111270336a9_001.png']",0.06315959739380705
airplane,airplane_cluster0,airplane_c0_b9168b74c6d459e65a73760c6feb254c_1,2,"['airplane_b9168b74c6d459e65a73760c6feb254c_007.png', 'airplane_b9168b74c6d459e65a73760c6feb254c_011.png', 'airplane_f6b7f7695d091b9bc0909d98a1ff2b4_014.png']",0.06372944924017432
airplane,airplane_cluster0,airplane_c0_b9168b74c6d459e65a73760c6feb254c_2,1,"['airplane_b9168b74c6d459e65a73760c6feb254c_004.png', 'airplane_ba662ec78231c493252b4f9439ef95a6_010.png', 'airplane_b9168b74c6d459e65a73760c6feb254c_012.png']",0.06188154567841608
airplane,airplane_cluster0,airplane_c0_e761cf88524cf8f24c3a35cee92bb95b_0,0,"['airplane_71e9496397481233a8cba409c4409ba9_009.png', 'airplane_e761cf88524cf8f24c3a35cee92bb95b_014.png', 'airplane_e761cf88524cf8f24c3a35cee92bb95b_001.png']",0.15155984888007024
airplane,airplane_cluster0,airplane_c0_e761cf88524cf8f24c3a35cee92bb95b_1,2,"['airplane_e761cf88524cf8f24c3a35cee92bb95b_010.png', 'airplane_e761cf88524cf8f24c3a35cee92bb95b_002.png', 'airplane_19e6717acfa7d2bdca8607f540cc62ba_011.png']",0.16992088538663985
airplane,airplane_cluster0,airplane_c0_e761cf88524cf8f24c3a35cee92bb95b_2,0,"['airplane_ca91becbfaf5a094bba1aa1c98256342_012.png', 'airplane_e761cf88524cf8f24c3a35cee92bb95b_001.png', 'airplane_e761cf88524cf8f24c3a35cee92bb95b_012.png']",0.2190513616506401
airplane,airplane_cluster0,airplane_c0_29c81ffc84f2f7ba1adbb4c4e06ad649_0,1,"['airplane_29c81ffc84f2f7ba1adbb4c4e06ad649_010.png', 'airplane_19e6717acfa7d2bdca8607f540cc62ba_000.png', 'airplane_29c81ffc84f2f7ba1adbb4c4e06ad649_006.png']",0.12461163990668389
airplane,airplane_cluster0,airplane_c0_29c81ffc84f2f7ba1adbb4c4e06ad649_1,1,"['airplane_29c81ffc84f2f7ba1adbb4c4e06ad649_007.png', 'airplane_842e5dcd452f34aa8caa71b1fbf7fb98_014.png', 'airplane_29c81ffc84f2f7ba1adbb4c4e06ad649_006.png']",0.1777176567623644
airplane,airplane_cluster0,airplane_c0_29c81ffc84f2f7ba1adbb4c4e06ad649_2,1,"['airplane_29c81ffc84f2f7ba1adbb4c4e06ad649_011.png', 'airplane_19e6717acfa7d2bdca8607f540cc62ba_004.png', 'airplane_29c81ffc84f2f7ba1adbb4c4e06ad649_005.png']",0.12461163990668389
airplane,airplane_cluster0,airplane_c0_8db0b83cee14e1e5eacd58bc9fc5db51_0,2,"['airplane_8db0b83cee14e1e5eacd58bc9fc5db51_009.png', 'airplane_8db0b83cee14e1e5eacd58bc9fc5db51_007.png', 'airplane_d75ce9ee8a64adfd98459325335edae9_007.png']",0.3094489013500781
airplane,airplane_cluster0,airplane_c0_8db0b83cee14e1e5eacd58bc9fc5db51_1,2,"['airplane_8db0b83cee14e1e5eacd58bc9fc5db51_011.png', 'airplane_8db0b83cee14e1e5eacd58bc9fc5db51_005.png', 'airplane_a211cfc04bf47039e933de2bdfbab002_005.png']",0.29812697888203266
airplane,airplane_cluster0,airplane_c0_8db0b83cee14e1e5eacd58bc9fc5db51_2,1,"['airplane_8db0b83cee14e1e5eacd58bc9fc5db51_010.png', 'airplane_bd46cedafa0568b070d98a97e17b4da3_011.png', 'airplane_8db0b83cee14e1e5eacd58bc9fc5db51_003.png']",0.279802947197588
airplane,airplane_cluster0,airplane_c0_602a71a251857294959a8a7d5a8a5077_0,1,"['airplane_602a71a251857294959a8a7d5a8a5077_012.png', 'airplane_a211cfc04bf47039e933de2bdfbab002_008.png', 'airplane_602a71a251857294959a8a7d5a8a5077_011.png']",0.12378366266727947
airplane,airplane_cluster0,airplane_c0_602a71a251857294959a8a7d5a8a5077_1,2,"['airplane_602a71a251857294959a8a7d5a8a5077_004.png', 'airplane_602a71a251857294959a8a7d5a8a5077_003.png', 'airplane_9f18925334b6f37bd560687a81f263dd_011.png']",0.08461246340853501
airplane,airplane_cluster0,airplane_c0_602a71a251857294959a8a7d5a8a5077_2,0,"['airplane_a211cfc04bf47039e933de2bdfbab002_002.png', 'airplane_602a71a251857294959a8a7d5a8a5077_013.png', 'airplane_602a71a251857294959a8a7d5a8a5077_004.png']",0.12378366266727947
airplane,airplane_cluster0,airplane_c0_909f59399d056983a0a3307f8f7721fc_0,0,"['airplane_a04d10b24ede5e9a3de778e85611513b_012.png', 'airplane_909f59399d056983a0a3307f8f7721fc_006.png', 'airplane_909f59399d056983a0a3307f8f7721fc_004.png']",0.2708384863789999
airplane,airplane_cluster0,airplane_c0_909f59399d056983a0a3307f8f7721fc_1,2,"['airplane_909f59399d056983a0a3307f8f7721fc_003.png', 'airplane_909f59399d056983a0a3307f8f7721fc_011.png', 'airplane_a04d10b24ede5e9a3de778e85611513b_002.png']",0.2708384863789999
airplane,airplane_cluster0,airplane_c0_909f59399d056983a0a3307f8f7721fc_2,0,"['airplane_3427fa8e6ea160f1fd138baf628cf158_010.png', 'airplane_909f59399d056983a0a3307f8f7721fc_002.png', 'airplane_909f59399d056983a0a3307f8f7721fc_008.png']",0.2619995319052588
airplane,airplane_cluster0,airplane_c0_3e9ff76da8ca4885d0635288642e63e_0,1,"['airplane_3e9ff76da8ca4885d0635288642e63e_003.png', 'airplane_8406b2372f6e1478d62bfd1579f9a1c2_009.png', 'airplane_3e9ff76da8ca4885d0635288642e63e_001.png']",0.5359029774136168
airplane,airplane_cluster0,airplane_c0_3e9ff76da8ca4885d0635288642e63e_1,2,"['airplane_3e9ff76da8ca4885d0635288642e63e_001.png', 'airplane_3e9ff76da8ca4885d0635288642e63e_004.png', 'airplane_4bdb2c4fc6701174ca8607f540cc62ba_006.png']",0.5347501548659629
airplane,airplane_cluster0,airplane_c0_3e9ff76da8ca4885d0635288642e63e_2,1,"['airplane_3e9ff76da8ca4885d0635288642e63e_013.png', 'airplane_afcb946d2d36a77abc0909d98a1ff2b4_003.png', 'airplane_3e9ff76da8ca4885d0635288642e63e_006.png']",0.5346688191684752
airplane,airplane_cluster0,airplane_c0_ca91becbfaf5a094bba1aa1c98256342_0,0,"['airplane_29c81ffc84f2f7ba1adbb4c4e06ad649_000.png', 'airplane_ca91becbfaf5a094bba1aa1c98256342_009.png', 'airplane_ca91becbfaf5a094bba1aa1c98256342_004.png']",0.17331599493170435
airplane,airplane_cluster0,airplane_c0_ca91becbfaf5a094bba1aa1c98256342_1,0,"['airplane_47fe79cbf9d6ef36dc3607950feada54_001.png', 'airplane_ca91becbfaf5a094bba1aa1c98256342_005.png', 'airplane_ca91becbfaf5a094bba1aa1c98256342_007.png']",0.1858378735468016
airplane,airplane_cluster0,airplane_c0_ca91becbfaf5a094bba1aa1c98256342_2,1,"['airplane_ca91becbfaf5a094bba1aa1c98256342_002.png', 'airplane_47bf091a7c919d1c90b1d6deb98feec6_007.png', 'airplane_ca91becbfaf5a094bba1aa1c98256342_010.png']",0.16670053820748798
airplane,airplane_cluster0,airplane_c0_a0a7e673a1e1bca78699933784576e73_0,1,"['airplane_a0a7e673a1e1bca78699933784576e73_012.png', 'airplane_a7a0e7eddf4ffb8c19378fd691582500_014.png', 'airplane_a0a7e673a1e1bca78699933784576e73_006.png']",0.13200117992277272
