dataset,condition,trial,oddity_index,images,pair_distance
airplane,airplane_train_c0,airplane_c0_train_80796b736f1d6bc78e8131a047a07ce1_0,1,"['airplane_80796b736f1d6bc78e8131a047a07ce1_013.png', 'airplane_6c931227c1735c329df8dd4a2554378c_004.png', 'airplane_80796b736f1d6bc78e8131a047a07ce1_004.png']",0.0249017919911535
airplane,airplane_train_c0,airplane_c0_train_80796b736f1d6bc78e8131a047a07ce1_1,2,"['airplane_80796b736f1d6bc78e8131a047a07ce1_006.png', 'airplane_80796b736f1d6bc78e8131a047a07ce1_000.png', 'airplane_6c931227c1735c329df8dd4a2554378c_012.png']",0.0249017919911535
airplane,airplane_train_c0,airplane_c0_train_80796b736f1d6bc78e8131a047a07ce1_2,1,"['airplane_80796b736f1d6bc78e8131a047a07ce1_001.png', 'airplane_5c379a118ec80927febd4e8b843c95aa_014.png', 'airplane_80796b736f1d6bc78e8131a047a07ce1_009.png']",0.05001878551241079
airplane,airplane_train_c0,airplane_c0_train_e70bd95ab764bc1b3465be15e1aa6a0c_0,1,"['airplane_e70bd95ab764bc1b3465be15e1aa6a0c_008.png', 'airplane_89b6f678789287a3d3128304aa2279ec_013.png', 'airplane_e70bd95ab764bc1b3465be15e1aa6a0c_001.png']",0.022841574967899847
airplane,airplane_train_c0,airplane_c0_train_e70bd95ab764bc1b3465be15e1aa6a0c_1,0,"['airplane_f009f3112625ee00b8cf782e8c539948_010.png', 'airplane_e70bd95ab764bc1b3465be15e1aa6a0c_011.png', 'airplane_e70bd95ab764bc1b3465be15e1aa6a0c_007.png']",0.047392129567888186
airplane,airplane_train_c0,airplane_c0_train_e70bd95ab764bc1b3465be15e1aa6a0c_2,1,"['airplane_e70bd95ab764bc1b3465be15e1aa6a0c_004.png', 'airplane_23c8d6c73cf78ab23cf128905a10d59d_009.png', 'airplane_e70bd95ab764bc1b3465be15e1aa6a0c_014.png']",0.034465180434410825
airplane,airplane_train_c0,airplane_c0_train_b7fd11d4af74b4ffddaa0161e9d3dfac_0,2,"['airplane_b7fd11d4af74b4ffddaa0161e9d3dfac_013.png', 'airplane_b7fd11d4af74b4ffddaa0161e9d3dfac_003.png', 'airplane_91f8e08144218e2d23fc69eefd95e6d3_004.png']",0.078528664535372
airplane,airplane_train_c0,airplane_c0_train_b7fd11d4af74b4ffddaa0161e9d3dfac_1,0,"['airplane_80796b736f1d6bc78e8131a047a07ce1_007.png', 'airplane_b7fd11d4af74b4ffddaa0161e9d3dfac_013.png', 'airplane_b7fd11d4af74b4ffddaa0161e9d3dfac_005.png']",0.0767816157754192
airplane,airplane_train_c0,airplane_c0_train_b7fd11d4af74b4ffddaa0161e9d3dfac_2,2,"['airplane_b7fd11d4af74b4ffddaa0161e9d3dfac_014.png', 'airplane_b7fd11d4af74b4ffddaa0161e9d3dfac_004.png', 'airplane_5d0d3f54c5d9dd386a1aee7416e39fad_013.png']",0.07816231822977981
airplane,airplane_train_c0,airplane_c0_train_945b33ed9d6844591596c26b5af806fe_0,2,"['airplane_945b33ed9d6844591596c26b5af806fe_006.png', 'airplane_945b33ed9d6844591596c26b5af806fe_007.png', 'airplane_1d63eb2b1f78aa88acf77e718d93f3e1_003.png']",0.021812970070038573
airplane,airplane_train_c0,airplane_c0_train_945b33ed9d6844591596c26b5af806fe_1,1,"['airplane_945b33ed9d6844591596c26b5af806fe_010.png', 'airplane_ece25d89898c7d9090b1d6deb98feec6_001.png', 'airplane_945b33ed9d6844591596c26b5af806fe_004.png']",0.030978155418276976
airplane,airplane_train_c0,airplane_c0_train_945b33ed9d6844591596c26b5af806fe_2,2,"['airplane_945b33ed9d6844591596c26b5af806fe_011.png', 'airplane_945b33ed9d6844591596c26b5af806fe_012.png', 'airplane_1e9ef313876bfba7d02c6d35cc802839_013.png']",0.06614861659975912
airplane,airplane_train_c0,airplane_c0_train_1d63eb2b1f78aa88acf77e718d93f3e1_0,2,"['airplane_1d63eb2b1f78aa88acf77e718d93f3e1_014.png', 'airplane_1d63eb2b1f78aa88acf77e718d93f3e1_002.png', 'airplane_1e9ef313876bfba7d02c6d35cc802839_006.png']",0.046003779591263116
airplane,airplane_train_c0,airplane_c0_train_1d63eb2b1f78aa88acf77e718d93f3e1_1,2,"['airplane_1d63eb2b1f78aa88acf77e718d93f3e1_002.png', 'airplane_1d63eb2b1f78aa88acf77e718d93f3e1_012.png', 'airplane_1e9ef313876bfba7d02c6d35cc802839_008.png']",0.046003779591263116
airplane,airplane_train_c0,airplane_c0_train_1d63eb2b1f78aa88acf77e718d93f3e1_2,2,"['airplane_1d63eb2b1f78aa88acf77e718d93f3e1_008.png', 'airplane_1d63eb2b1f78aa88acf77e718d93f3e1_002.png', 'airplane_ece25d89898c7d9090b1d6deb98feec6_014.png']",0.03628149170195849
airplane,airplane_train_c0,airplane_c0_train_4063fb031d8fb78e505ae8d422ba349d_0,0,"['airplane_1d63eb2b1f78aa88acf77e718d93f3e1_011.png', 'airplane_4063fb031d8fb78e505ae8d422ba349d_013.png', 'airplane_4063fb031d8fb78e505ae8d422ba349d_003.png']",0.11031084517591516
airplane,airplane_train_c0,airplane_c0_train_4063fb031d8fb78e505ae8d422ba349d_1,2,"['airplane_4063fb031d8fb78e505ae8d422ba349d_004.png', 'airplane_4063fb031d8fb78e505ae8d422ba349d_009.png', 'airplane_1d63eb2b1f78aa88acf77e718d93f3e1_002.png']",0.11031084517591516
airplane,airplane_train_c0,airplane_c0_train_4063fb031d8fb78e505ae8d422ba349d_2,0,"['airplane_e70bd95ab764bc1b3465be15e1aa6a0c_005.png', 'airplane_4063fb031d8fb78e505ae8d422ba349d_003.png', 'airplane_4063fb031d8fb78e505ae8d422ba349d_001.png']",0.108516772437393
airplane,airplane_train_c0,airplane_c0_train_31d1cf39b807c856efe0d4e1eba2e3af_0,1,"['airplane_31d1cf39b807c856efe0d4e1eba2e3af_001.png', 'airplane_39d7e8e001e0234e8f721bc8b8155d7_008.png', 'airplane_31d1cf39b807c856efe0d4e1eba2e3af_008.png']",0.09352235747532489
airplane,airplane_train_c0,airplane_c0_train_31d1cf39b807c856efe0d4e1eba2e3af_1,0,"['airplane_39d7e8e001e0234e8f721bc8b8155d7_002.png', 'airplane_31d1cf39b807c856efe0d4e1eba2e3af_004.png', 'airplane_31d1cf39b807c856efe0d4e1eba2e3af_007.png']",0.09352235747532489
airplane,airplane_train_c0,airplane_c0_train_31d1cf39b807c856efe0d4e1eba2e3af_2,1,"['airplane_31d1cf39b807c856efe0d4e1eba2e3af_004.png', 'airplane_39d7e8e001e0234e8f721bc8b8155d7_005.png', 'airplane_31d1cf39b807c856efe0d4e1eba2e3af_003.png']",0.09352235747532489
airplane,airplane_train_c0,airplane_c0_train_1e9ef313876bfba7d02c6d35cc802839_0,1,"['airplane_1e9ef313876bfba7d02c6d35cc802839_001.png', 'airplane_ece25d89898c7d9090b1d6deb98feec6_008.png', 'airplane_1e9ef313876bfba7d02c6d35cc802839_014.png']",0.036817580269632666
airplane,airplane_train_c0,airplane_c0_train_1e9ef313876bfba7d02c6d35cc802839_1,1,"['airplane_1e9ef313876bfba7d02c6d35cc802839_012.png', 'airplane_6c931227c1735c329df8dd4a2554378c_012.png', 'airplane_1e9ef313876bfba7d02c6d35cc802839_006.png']",0.04110462711905749
airplane,airplane_train_c0,airplane_c0_train_1e9ef313876bfba7d02c6d35cc802839_2,0,"['airplane_80796b736f1d6bc78e8131a047a07ce1_002.png', 'airplane_1e9ef313876bfba7d02c6d35cc802839_013.png', 'airplane_1e9ef313876bfba7d02c6d35cc802839_010.png']",0.05022772936006703
airplane,airplane_train_c0,airplane_c0_train_5c379a118ec80927febd4e8b843c95aa_0,1,"['airplane_5c379a118ec80927febd4e8b843c95aa_005.png', 'airplane_ed709305e61acf6a9b017c80f62649a0_009.png', 'airplane_5c379a118ec80927febd4e8b843c95aa_000.png']",0.03579458098542765
airplane,airplane_train_c0,airplane_c0_train_5c379a118ec80927febd4e8b843c95aa_1,1,"['airplane_5c379a118ec80927febd4e8b843c95aa_014.png', 'airplane_ed709305e61acf6a9b017c80f62649a0_004.png', 'airplane_5c379a118ec80927febd4e8b843c95aa_011.png']",0.03579458098542765
airplane,airplane_train_c0,airplane_c0_train_5c379a118ec80927febd4e8b843c95aa_2,0,"['airplane_12c82319147385e7ef0e1705c5c9e361_000.png', 'airplane_5c379a118ec80927febd4e8b843c95aa_000.png', 'airplane_5c379a118ec80927febd4e8b843c95aa_003.png']",0.031055953923406987
airplane,airplane_train_c0,airplane_c0_train_89b6f678789287a3d3128304aa2279ec_0,1,"['airplane_89b6f678789287a3d3128304aa2279ec_008.png', 'airplane_23c8d6c73cf78ab23cf128905a10d59d_010.png', 'airplane_89b6f678789287a3d3128304aa2279ec_004.png']",0.03424076558131661
airplane,airplane_train_c0,airplane_c0_train_89b6f678789287a3d3128304aa2279ec_1,2,"['airplane_89b6f678789287a3d3128304aa2279ec_011.png', 'airplane_89b6f678789287a3d3128304aa2279ec_009.png', 'airplane_6f96857e279a38793525b6164e3f382b_005.png']",0.03153250446204536
airplane,airplane_train_c0,airplane_c0_train_89b6f678789287a3d3128304aa2279ec_2,0,"['airplane_6f96857e279a38793525b6164e3f382b_009.png', 'airplane_89b6f678789287a3d3128304aa2279ec_004.png', 'airplane_89b6f678789287a3d3128304aa2279ec_001.png']",0.03153250446204536
airplane,airplane_train_c0,airplane_c0_train_39d7e8e001e0234e8f721bc8b8155d7_0,0,"['airplane_6c931227c1735c329df8dd4a2554378c_003.png', 'airplane_39d7e8e001e0234e8f721bc8b8155d7_007.png', 'airplane_39d7e8e001e0234e8f721bc8b8155d7_010.png']",0.0764127057719125
airplane,airplane_train_c0,airplane_c0_train_39d7e8e001e0234e8f721bc8b8155d7_1,2,"['airplane_39d7e8e001e0234e8f721bc8b8155d7_009.png', 'airplane_39d7e8e001e0234e8f721bc8b8155d7_001.png', 'airplane_8c1d67bf88f34ac55823df672991ed66_001.png']",0.02954435003173017
airplane,airplane_train_c0,airplane_c0_train_39d7e8e001e0234e8f721bc8b8155d7_2,0,"['airplane_8c1d67bf88f34ac55823df672991ed66_011.png', 'airplane_39d7e8e001e0234e8f721bc8b8155d7_006.png', 'airplane_39d7e8e001e0234e8f721bc8b8155d7_002.png']",0.02954435003173017
airplane,airplane_train_c0,airplane_c0_train_6c931227c1735c329df8dd4a2554378c_0,0,"['airplane_8b65813c6ab0c972ca2bd098b9203af_010.png', 'airplane_6c931227c1735c329df8dd4a2554378c_009.png', 'airplane_6c931227c1735c329df8dd4a2554378c_008.png']",0.026944908828936187
airplane,airplane_train_c0,airplane_c0_train_6c931227c1735c329df8dd4a2554378c_1,2,"['airplane_6c931227c1735c329df8dd4a2554378c_009.png', 'airplane_6c931227c1735c329df8dd4a2554378c_005.png', 'airplane_8b65813c6ab0c972ca2bd098b9203af_005.png']",0.026944908828936187
airplane,airplane_train_c0,airplane_c0_train_6c931227c1735c329df8dd4a2554378c_2,1,"['airplane_6c931227c1735c329df8dd4a2554378c_005.png', 'airplane_80796b736f1d6bc78e8131a047a07ce1_010.png', 'airplane_6c931227c1735c329df8dd4a2554378c_002.png']",0.0249017919911535
airplane,airplane_train_c0,airplane_c0_train_6f96857e279a38793525b6164e3f382b_0,2,"['airplane_6f96857e279a38793525b6164e3f382b_009.png', 'airplane_6f96857e279a38793525b6164e3f382b_011.png', 'airplane_e70bd95ab764bc1b3465be15e1aa6a0c_008.png']",0.047790689688419374
airplane,airplane_train_c0,airplane_c0_train_6f96857e279a38793525b6164e3f382b_1,2,"['airplane_6f96857e279a38793525b6164e3f382b_014.png', 'airplane_6f96857e279a38793525b6164e3f382b_006.png', 'airplane_89b6f678789287a3d3128304aa2279ec_004.png']",0.03153250446204536
airplane,airplane_train_c0,airplane_c0_train_6f96857e279a38793525b6164e3f382b_2,0,"['airplane_ed709305e61acf6a9b017c80f62649a0_009.png', 'airplane_6f96857e279a38793525b6164e3f382b_003.png', 'airplane_6f96857e279a38793525b6164e3f382b_011.png']",0.047845871887721825
airplane,airplane_train_c0,airplane_c0_train_23c8d6c73cf78ab23cf128905a10d59d_0,2,"['airplane_23c8d6c73cf78ab23cf128905a10d59d_013.png', 'airplane_23c8d6c73cf78ab23cf128905a10d59d_005.png', 'airplane_e70bd95ab764bc1b3465be15e1aa6a0c_001.png']",0.034465180434410825
airplane,airplane_train_c0,airplane_c0_train_23c8d6c73cf78ab23cf128905a10d59d_1,0,"['airplane_ed709305e61acf6a9b017c80f62649a0_011.png', 'airplane_23c8d6c73cf78ab23cf128905a10d59d_013.png', 'airplane_23c8d6c73cf78ab23cf128905a10d59d_005.png']",0.04395419501289777
airplane,airplane_train_c0,airplane_c0_train_23c8d6c73cf78ab23cf128905a10d59d_2,1,"['airplane_23c8d6c73cf78ab23cf128905a10d59d_003.png', 'airplane_89b6f678789287a3d3128304aa2279ec_012.png', 'airplane_23c8d6c73cf78ab23cf128905a10d59d_005.png']",0.03424076558131661
airplane,airplane_train_c0,airplane_c0_train_d31a0f4f945775de5823df672991ed66_0,2,"['airplane_d31a0f4f945775de5823df672991ed66_006.png', 'airplane_d31a0f4f945775de5823df672991ed66_002.png', 'airplane_b7fd11d4af74b4ffddaa0161e9d3dfac_007.png']",0.09976388403921665
airplane,airplane_train_c0,airplane_c0_train_d31a0f4f945775de5823df672991ed66_1,2,"['airplane_d31a0f4f945775de5823df672991ed66_001.png', 'airplane_d31a0f4f945775de5823df672991ed66_012.png', 'airplane_8c1d67bf88f34ac55823df672991ed66_004.png']",2.717693369036489e-05
airplane,airplane_train_c0,airplane_c0_train_d31a0f4f945775de5823df672991ed66_2,2,"['airplane_d31a0f4f945775de5823df672991ed66_000.png', 'airplane_d31a0f4f945775de5823df672991ed66_014.png', 'airplane_31d1cf39b807c856efe0d4e1eba2e3af_012.png']",0.1006403931504839
airplane,airplane_train_c0,airplane_c0_train_f009f3112625ee00b8cf782e8c539948_0,1,"['airplane_f009f3112625ee00b8cf782e8c539948_010.png', 'airplane_12c82319147385e7ef0e1705c5c9e361_008.png', 'airplane_f009f3112625ee00b8cf782e8c539948_014.png']",0.002055170341387469
airplane,airplane_train_c0,airplane_c0_train_f009f3112625ee00b8cf782e8c539948_1,2,"['airplane_f009f3112625ee00b8cf782e8c539948_000.png', 'airplane_f009f3112625ee00b8cf782e8c539948_005.png', 'airplane_5c379a118ec80927febd4e8b843c95aa_012.png']",0.033282602588087684
airplane,airplane_train_c0,airplane_c0_train_f009f3112625ee00b8cf782e8c539948_2,2,"['airplane_f009f3112625ee00b8cf782e8c539948_004.png', 'airplane_f009f3112625ee00b8cf782e8c539948_003.png', 'airplane_8b65813c6ab0c972ca2bd098b9203af_013.png']",0.006145004158971457
airplane,airplane_train_c0,airplane_c0_train_5d0d3f54c5d9dd386a1aee7416e39fad_0,1,"['airplane_5d0d3f54c5d9dd386a1aee7416e39fad_006.png', 'airplane_39d7e8e001e0234e8f721bc8b8155d7_011.png', 'airplane_5d0d3f54c5d9dd386a1aee7416e39fad_008.png']",0.07907949945294279
airplane,airplane_train_c0,airplane_c0_train_5d0d3f54c5d9dd386a1aee7416e39fad_1,0,"['airplane_5c379a118ec80927febd4e8b843c95aa_005.png', 'airplane_5d0d3f54c5d9dd386a1aee7416e39fad_002.png', 'airplane_5d0d3f54c5d9dd386a1aee7416e39fad_012.png']",0.05266898466019865
airplane,airplane_train_c0,airplane_c0_train_5d0d3f54c5d9dd386a1aee7416e39fad_2,1,"['airplane_5d0d3f54c5d9dd386a1aee7416e39fad_011.png', 'airplane_6f96857e279a38793525b6164e3f382b_003.png', 'airplane_5d0d3f54c5d9dd386a1aee7416e39fad_000.png']",0.08323327260660296
airplane,airplane_train_c0,airplane_c0_train_8b65813c6ab0c972ca2bd098b9203af_0,1,"['airplane_8b65813c6ab0c972ca2bd098b9203af_011.png', 'airplane_f009f3112625ee00b8cf782e8c539948_009.png', 'airplane_8b65813c6ab0c972ca2bd098b9203af_010.png']",0.006145004158971457
airplane,airplane_train_c0,airplane_c0_train_8b65813c6ab0c972ca2bd098b9203af_1,0,"['airplane_5c379a118ec80927febd4e8b843c95aa_014.png', 'airplane_8b65813c6ab0c972ca2bd098b9203af_000.png', 'airplane_8b65813c6ab0c972ca2bd098b9203af_009.png']",0.02987448405581916
airplane,airplane_train_c0,airplane_c0_train_8b65813c6ab0c972ca2bd098b9203af_2,1,"['airplane_8b65813c6ab0c972ca2bd098b9203af_005.png', 'airplane_ed709305e61acf6a9b017c80f62649a0_013.png', 'airplane_8b65813c6ab0c972ca2bd098b9203af_002.png']",0.03149036228482227
airplane,airplane_train_c0,airplane_c0_train_a3927542339a2c491b1cc145b0144991_0,0,"['airplane_1e9ef313876bfba7d02c6d35cc802839_010.png', 'airplane_a3927542339a2c491b1cc145b0144991_005.png', 'airplane_a3927542339a2c491b1cc145b0144991_013.png']",0.03753218172487793
airplane,airplane_train_c0,airplane_c0_train_a3927542339a2c491b1cc145b0144991_1,2,"['airplane_a3927542339a2c491b1cc145b0144991_004.png', 'airplane_a3927542339a2c491b1cc145b0144991_008.png', 'airplane_6c931227c1735c329df8dd4a2554378c_001.png']",0.02949980824545051
airplane,airplane_train_c0,airplane_c0_train_a3927542339a2c491b1cc145b0144991_2,1,"['airplane_a3927542339a2c491b1cc145b0144991_006.png', 'airplane_1d63eb2b1f78aa88acf77e718d93f3e1_011.png', 'airplane_a3927542339a2c491b1cc145b0144991_012.png']",0.04145071664243416
airplane,airplane_train_c0,airplane_c0_train_ed709305e61acf6a9b017c80f62649a0_0,1,"['airplane_ed709305e61acf6a9b017c80f62649a0_013.png', 'airplane_23c8d6c73cf78ab23cf128905a10d59d_014.png', 'airplane_ed709305e61acf6a9b017c80f62649a0_001.png']",0.04395419501289777
airplane,airplane_train_c0,airplane_c0_train_ed709305e61acf6a9b017c80f62649a0_1,2,"['airplane_ed709305e61acf6a9b017c80f62649a0_009.png', 'airplane_ed709305e61acf6a9b017c80f62649a0_000.png', 'airplane_12c82319147385e7ef0e1705c5c9e361_004.png']",0.022807059395621665
airplane,airplane_train_c0,airplane_c0_train_ed709305e61acf6a9b017c80f62649a0_2,0,"['airplane_f009f3112625ee00b8cf782e8c539948_004.png', 'airplane_ed709305e61acf6a9b017c80f62649a0_010.png', 'airplane_ed709305e61acf6a9b017c80f62649a0_001.png']",0.025838766065371832
airplane,airplane_train_c1,airplane_c1_train_6ca6c7920c62773073d96deff5ddb8e5_0,0,"['airplane_3d2e10ca9a5db964dc398f7f89f37ee6_010.png', 'airplane_6ca6c7920c62773073d96deff5ddb8e5_007.png', 'airplane_6ca6c7920c62773073d96deff5ddb8e5_001.png']",0.08264904465797829
airplane,airplane_train_c1,airplane_c1_train_6ca6c7920c62773073d96deff5ddb8e5_1,2,"['airplane_6ca6c7920c62773073d96deff5ddb8e5_003.png', 'airplane_6ca6c7920c62773073d96deff5ddb8e5_002.png', 'airplane_320e639572e8b9ceca504cdc40c452de_014.png']",0.0754894378359584
airplane,airplane_train_c1,airplane_c1_train_6ca6c7920c62773073d96deff5ddb8e5_2,0,"['airplane_7bd76c17b7194d571aa9d8d95b6740cc_008.png', 'airplane_6ca6c7920c62773073d96deff5ddb8e5_007.png', 'airplane_6ca6c7920c62773073d96deff5ddb8e5_002.png']",0.0695578493787925
airplane,airplane_train_c1,airplane_c1_train_9267c510247327a2297d46b42718e32f_0,1,"['airplane_9267c510247327a2297d46b42718e32f_012.png', 'airplane_320e639572e8b9ceca504cdc40c452de_007.png', 'airplane_9267c510247327a2297d46b42718e32f_001.png']",0.06433788673895158
airplane,airplane_train_c1,airplane_c1_train_9267c510247327a2297d46b42718e32f_1,2,"['airplane_9267c510247327a2297d46b42718e32f_002.png', 'airplane_9267c510247327a2297d46b42718e32f_007.png', 'airplane_320e639572e8b9ceca504cdc40c452de_013.png']",0.06433788673895158
airplane,airplane_train_c1,airplane_c1_train_9267c510247327a2297d46b42718e32f_2,0,"['airplane_7bd76c17b7194d571aa9d8d95b6740cc_007.png', 'airplane_9267c510247327a2297d46b42718e32f_011.png', 'airplane_9267c510247327a2297d46b42718e32f_013.png']",0.07457645734345553
airplane,airplane_train_c1,airplane_c1_train_b9fabfa6d5fedbc3a8e091cb544689d5_0,0,"['airplane_b54d9c1ccb737eb6d972c9dd75ed77d4_008.png', 'airplane_b9fabfa6d5fedbc3a8e091cb544689d5_008.png', 'airplane_b9fabfa6d5fedbc3a8e091cb544689d5_005.png']",0.06961569557344971
airplane,airplane_train_c1,airplane_c1_train_b9fabfa6d5fedbc3a8e091cb544689d5_1,0,"['airplane_320e639572e8b9ceca504cdc40c452de_000.png', 'airplane_b9fabfa6d5fedbc3a8e091cb544689d5_003.png', 'airplane_b9fabfa6d5fedbc3a8e091cb544689d5_012.png']",0.09743949038850341
airplane,airplane_train_c1,airplane_c1_train_b9fabfa6d5fedbc3a8e091cb544689d5_2,0,"['airplane_9267c510247327a2297d46b42718e32f_001.png', 'airplane_b9fabfa6d5fedbc3a8e091cb544689d5_010.png', 'airplane_b9fabfa6d5fedbc3a8e091cb544689d5_007.png']",0.06848070231535053
airplane,airplane_train_c1,airplane_c1_train_aeb538b2f1c36a8d9e811b082458229e_0,2,"['airplane_aeb538b2f1c36a8d9e811b082458229e_006.png', 'airplane_aeb538b2f1c36a8d9e811b082458229e_002.png', 'airplane_b54d9c1ccb737eb6d972c9dd75ed77d4_000.png']",0.10484031315059184
airplane,airplane_train_c1,airplane_c1_train_aeb538b2f1c36a8d9e811b082458229e_1,2,"['airplane_aeb538b2f1c36a8d9e811b082458229e_005.png', 'airplane_aeb538b2f1c36a8d9e811b082458229e_007.png', 'airplane_b54d9c1ccb737eb6d972c9dd75ed77d4_000.png']",0.10484031315059184
airplane,airplane_train_c1,airplane_c1_train_aeb538b2f1c36a8d9e811b082458229e_2,0,"['airplane_b54d9c1ccb737eb6d972c9dd75ed77d4_000.png', 'airplane_aeb538b2f1c36a8d9e811b082458229e_003.png', 'airplane_aeb538b2f1c36a8d9e811b082458229e_000.png']",0.10484031315059184
airplane,airplane_train_c1,airplane_c1_train_76eaa5ea5f272c2f5986032c1ed37f74_0,2,"['airplane_76eaa5ea5f272c2f5986032c1ed37f74_002.png', 'airplane_76eaa5ea5f272c2f5986032c1ed37f74_003.png', 'airplane_1c16739bbf3fa7c44276157eea5f8676_008.png']",0.12875575209253043
airplane,airplane_train_c1,airplane_c1_train_76eaa5ea5f272c2f5986032c1ed37f74_1,1,"['airplane_76eaa5ea5f272c2f5986032c1ed37f74_005.png', 'airplane_7bd76c17b7194d571aa9d8d95b6740cc_008.png', 'airplane_76eaa5ea5f272c2f5986032c1ed37f74_000.png']",0.1561542693600032
airplane,airplane_train_c1,airplane_c1_train_76eaa5ea5f272c2f5986032c1ed37f74_2,2,"['airplane_76eaa5ea5f272c2f5986032c1ed37f74_010.png', 'airplane_76eaa5ea5f272c2f5986032c1ed37f74_005.png', 'airplane_7bd76c17b7194d571aa9d8d95b6740cc_004.png']",0.1561542693600032
